Station,District,BuiltDate
152,마포구,2020-09-24
153,마포구,2016-06-29
154,마포구,2016-06-29
155,마포구,2016-06-29
156,마포구,2016-06-29
157,마포구,2016-06-29
181,마포구,2016-07-06
182,마포구,2016-07-06
183,마포구,2016-07-06
184,마포구,2016-07-06
185,마포구,2016-07-06
186,마포구,2016-07-06
199,마포구,2016-09-02
400,마포구,2015-10-07
401,마포구,2015-10-07
402,마포구,2015-10-07
403,마포구,2015-10-07
405,마포구,2015-10-07
406,마포구,2015-10-07
407,마포구,2015-10-07
408,마포구,2015-10-07
409,마포구,2015-10-07
410,마포구,2015-10-07
411,마포구,2015-10-07
412,마포구,2015-10-07
413,마포구,2015-10-07
414,마포구,2015-10-07
415,마포구,2015-10-07
416,마포구,2015-10-07
417,마포구,2015-10-07
418,마포구,2015-10-07
419,마포구,2015-10-07
420,마포구,2015-10-07
421,마포구,2015-10-07
422,마포구,2017-08-28
424,마포구,2017-11-01
425,마포구,2017-11-01
426,마포구,2018-07-04
427,마포구,2018-02-26
432,마포구,2018-10-12
436,마포구,2018-11-21
437,마포구,2018-12-04
438,마포구,2018-11-22
439,마포구,2018-12-06
440,마포구,2019-08-02
487,마포구,2020-04-03
489,마포구,2020-04-06
490,마포구,2020-04-06
491,마포구,2020-04-06
492,마포구,2020-06-03
493,마포구,2020-04-12
494,마포구,2020-09-16
495,마포구,2020-03-26
497,마포구,2020-04-06
498,마포구,2020-04-08
3002,마포구,2020-04-06
3003,마포구,2020-04-02
3005,마포구,2020-04-02
3006,마포구,2020-04-06
3007,마포구,2020-04-06
3008,마포구,2020-04-06
3009,마포구,2020-04-12
3010,마포구,2020-04-12
3011,마포구,2020-04-08
4202,마포구,2020-12-02
4205,마포구,2020-12-02
4206,마포구,2020-12-02
4210,마포구,2020-12-02
700,양천구,2016-06-29
701,양천구,2016-06-29
702,양천구,2016-06-29
703,양천구,2016-06-29
704,양천구,2016-06-29
706,양천구,2016-06-29
707,양천구,2016-06-29
708,양천구,2016-06-29
709,양천구,2016-06-29
710,양천구,2020-09-14
711,양천구,2016-06-29
712,양천구,2016-06-29
713,양천구,2016-06-29
714,양천구,2016-06-29
716,양천구,2016-07-06
719,양천구,2016-07-06
720,양천구,2016-07-06
722,양천구,2017-11-01
723,양천구,2017-11-01
724,양천구,2017-11-01
725,양천구,2017-11-01
726,양천구,2017-11-01
729,양천구,2017-11-01
731,양천구,2017-11-01
732,양천구,2017-11-01
733,양천구,2017-11-01
734,양천구,2017-11-01
735,양천구,2017-11-01
736,양천구,2017-11-01
737,양천구,2017-11-01
739,양천구,2017-11-01
740,양천구,2017-11-01
741,양천구,2017-11-01
742,양천구,2017-11-01
743,양천구,2017-11-01
744,양천구,2020-10-28
745,양천구,2017-11-01
746,양천구,2017-11-01
747,양천구,2017-11-01
748,양천구,2017-11-01
749,양천구,2018-07-04
750,양천구,2018-02-26
752,양천구,2018-02-26
754,양천구,2018-09-27
755,양천구,2018-09-27
756,양천구,2018-09-27
757,양천구,2018-09-27
758,양천구,2018-09-27
759,양천구,2018-09-20
760,양천구,2018-10-15
762,양천구,2018-09-27
763,양천구,2018-11-05
764,양천구,2018-10-26
765,양천구,2019-01-02
766,양천구,2019-03-12
767,양천구,2020-03-11
768,양천구,2020-03-12
769,양천구,2020-03-15
770,양천구,2020-03-13
771,양천구,2020-03-13
773,양천구,2020-03-16
774,양천구,2020-03-16
775,양천구,2020-03-16
776,양천구,2020-03-13
777,양천구,2020-03-11
779,양천구,2020-03-09
780,양천구,2020-03-11
781,양천구,2020-03-11
782,양천구,2020-03-15
785,양천구,2020-03-15
786,양천구,2020-03-18
787,양천구,2020-03-09
788,양천구,2020-03-06
790,양천구,2020-03-11
791,양천구,2020-03-13
792,양천구,2020-03-13
793,양천구,2020-03-12
794,양천구,2020-04-20
795,양천구,2020-04-20
796,양천구,2020-04-20
797,양천구,2020-04-20
1101,강서구,2017-04-24
1102,강서구,2017-04-24
1103,강서구,2017-06-22
1105,강서구,2017-04-24
1106,강서구,2017-06-20
1108,강서구,2017-04-24
1109,강서구,2017-04-24
1110,강서구,2017-06-20
1111,강서구,2017-04-24
1112,강서구,2017-04-24
1113,강서구,2017-04-24
1114,강서구,2017-04-24
1115,강서구,2017-06-22
1117,강서구,2017-06-22
1118,강서구,2017-04-24
1119,강서구,2017-04-24
1120,강서구,2017-04-24
1121,강서구,2017-04-24
1122,강서구,2017-04-24
1124,강서구,2020-12-11
1125,강서구,2017-06-22
1126,강서구,2017-04-24
1127,강서구,2017-04-24
1128,강서구,2017-06-20
1129,강서구,2017-04-24
1130,강서구,2017-04-24
1131,강서구,2017-04-24
1132,강서구,2017-04-24
1135,강서구,2017-04-24
1136,강서구,2017-04-24
1137,강서구,2017-04-24
1139,강서구,2017-04-24
1140,강서구,2017-04-24
1141,강서구,2017-04-24
1145,강서구,2017-04-24
1146,강서구,2017-04-24
1148,강서구,2017-04-24
1149,강서구,2017-08-31
1150,강서구,2017-11-01
1151,강서구,2017-11-01
1152,강서구,2017-11-01
1153,강서구,2017-11-01
1155,강서구,2017-11-01
1157,강서구,2017-11-01
1158,강서구,2017-11-28
1159,강서구,2017-11-28
1160,강서구,2020-12-31
1161,강서구,2017-11-28
1162,강서구,2017-11-28
1163,강서구,2017-11-28
1165,강서구,2017-12-08
1166,강서구,2017-12-22
1167,강서구,2017-12-22
1168,강서구,2018-02-26
1169,강서구,2018-10-04
1170,강서구,2018-10-04
1171,강서구,2018-10-04
1172,강서구,2018-10-04
1173,강서구,2018-10-04
1174,강서구,2018-10-04
1175,강서구,2018-10-04
1177,강서구,2018-10-04
1178,강서구,2018-10-10
1180,강서구,2018-10-04
1181,강서구,2018-10-10
1182,강서구,2018-10-10
1183,강서구,2018-10-30
1184,강서구,2018-10-10
1185,강서구,2018-10-10
1186,강서구,2018-10-10
1187,강서구,2018-12-14
1188,강서구,2018-11-20
1190,강서구,2018-11-20
1191,강서구,2018-11-20
1192,강서구,2018-11-26
1193,강서구,2018-11-20
1194,강서구,2018-11-20
1195,강서구,2018-11-20
1196,강서구,2018-11-20
1197,강서구,2018-11-20
1198,강서구,2018-11-20
1199,강서구,2018-12-04
1200,강서구,2018-12-14
2701,강서구,2018-11-14
2702,강서구,2018-11-14
2703,강서구,2020-03-16
2704,강서구,2020-03-16
2706,강서구,2020-03-20
2707,강서구,2020-03-20
2708,강서구,2020-03-20
2709,강서구,2020-03-16
2710,강서구,2020-03-20
2711,강서구,2020-03-18
2712,강서구,2020-03-17
2713,강서구,2020-03-17
2714,강서구,2020-03-17
2715,강서구,2020-05-27
2716,강서구,2020-03-13
2717,강서구,2020-03-15
2718,강서구,2020-03-17
2719,강서구,2020-03-16
2720,강서구,2020-03-16
2721,강서구,2020-03-15
2722,강서구,2020-03-15
2723,강서구,2020-03-16
2724,강서구,2020-03-20
2725,강서구,2020-03-12
2727,강서구,2020-03-15
2728,강서구,2020-03-12
2729,강서구,2020-03-13
2730,강서구,2020-03-15
2731,강서구,2020-03-16
2732,강서구,2020-03-17
2733,강서구,2020-03-20
2735,강서구,2020-03-13
2737,강서구,2020-03-21
2739,강서구,2020-03-17
2740,강서구,2020-03-20
2741,강서구,2020-03-17
2742,강서구,2020-03-17
2743,강서구,2020-06-01
2744,강서구,2020-05-27
2745,강서구,2020-05-28
2746,강서구,2020-06-18
3753,강서구,2020-11-09
3756,강서구,2020-11-09
3760,강서구,2020-11-23
3761,강서구,2020-11-11
3763,강서구,2020-11-11
3765,강서구,2020-11-11
3766,강서구,2020-11-24
3792,강서구,2020-12-21
3767,강서구,2020-11-11
3772,강서구,2020-11-09
3775,강서구,2020-11-10
3776,강서구,2020-11-09
3778,강서구,2020-11-09
3779,강서구,2020-11-24
3780,강서구,2020-11-11
3781,강서구,2020-11-10
3782,강서구,2020-11-10
3784,강서구,2020-11-10
3794,강서구,2020-12-21
3786,강서구,2020-12-21
3787,강서구,2020-11-10
3788,강서구,2020-11-10
3789,강서구,2020-11-11
3795,강서구,2020-12-21
3796,강서구,2020-12-21
3797,강서구,2020-11-02
3798,강서구,2020-11-02
3769,강서구,2020-12-24
1901,구로구,2017-05-11
1904,구로구,2017-05-11
1906,구로구,2017-05-11
1907,구로구,2017-05-11
1908,구로구,2017-05-11
1910,구로구,2017-05-11
1911,구로구,2017-05-11
1912,구로구,2017-05-11
1913,구로구,2017-05-11
1914,구로구,2017-06-27
1916,구로구,2017-05-11
1920,구로구,2017-05-11
1924,구로구,2017-05-11
1925,구로구,2017-06-27
1928,구로구,2017-05-11
1929,구로구,2017-05-11
1930,구로구,2017-05-11
1931,구로구,2017-06-27
1933,구로구,2017-05-11
1936,구로구,2017-06-22
1937,구로구,2017-05-11
1941,구로구,2017-06-22
1943,구로구,2017-06-22
1946,구로구,2017-06-22
1951,구로구,2017-06-22
1952,구로구,2017-06-22
1953,구로구,2017-06-22
1955,구로구,2017-07-27
1956,구로구,2017-11-13
1957,구로구,2017-11-13
1958,구로구,2017-11-13
1959,구로구,2017-11-13
1960,구로구,2017-11-13
1961,구로구,2017-11-13
1962,구로구,2017-11-13
1964,구로구,2017-11-13
1965,구로구,2017-11-13
1966,구로구,2017-11-13
1967,구로구,2017-11-13
1968,구로구,2017-11-13
1969,구로구,2017-11-13
1971,구로구,2017-11-13
1973,구로구,2017-11-13
1974,구로구,2017-11-13
1975,구로구,2017-11-13
1976,구로구,2017-11-13
1977,구로구,2017-11-13
1979,구로구,2017-11-13
1981,구로구,2017-11-13
1983,구로구,2017-11-28
1984,구로구,2017-11-28
1985,구로구,2017-11-28
1986,구로구,2018-09-28
1987,구로구,2018-10-15
1988,구로구,2018-09-19
1991,구로구,2018-09-19
1992,구로구,2018-11-30
1993,구로구,2018-09-19
1994,구로구,2018-09-19
1996,구로구,2018-10-31
1998,구로구,2018-11-26
1999,구로구,2019-03-12
2000,구로구,2019-03-12
2801,구로구,2019-07-18
2804,구로구,2020-03-03
2805,구로구,2020-02-27
2806,구로구,2020-02-27
2807,구로구,2020-02-28
2808,구로구,2020-02-28
2809,구로구,2020-03-02
2810,구로구,2020-03-02
2812,구로구,2020-03-02
2813,구로구,2020-03-03
2814,구로구,2020-03-03
2817,구로구,2020-02-27
2818,구로구,2020-02-27
2819,구로구,2020-02-27
2820,구로구,2020-03-03
2821,구로구,2020-03-09
2822,구로구,2020-03-09
2823,구로구,2020-03-09
2824,구로구,2020-03-04
2825,구로구,2020-03-03
2826,구로구,2020-03-03
2815,구로구,2020-03-02
2816,구로구,2020-03-02
3902,구로구,2020-11-02
3903,구로구,2020-11-02
3904,구로구,2020-11-02
3905,구로구,2020-11-02
3906,구로구,2020-11-02
1804,금천구,2017-05-08
1805,금천구,2017-05-08
1806,금천구,2017-05-08
1808,금천구,2017-05-08
1809,금천구,2017-05-08
1812,금천구,2017-05-08
1814,금천구,2017-05-08
1816,금천구,2017-05-08
1819,금천구,2017-05-10
1820,금천구,2017-05-08
1821,금천구,2017-05-08
1822,금천구,2017-05-08
1823,금천구,2017-05-08
1824,금천구,2017-05-08
1825,금천구,2020-10-28
1826,금천구,2017-05-08
1827,금천구,2017-05-11
1828,금천구,2017-05-08
1829,금천구,2017-05-08
1830,금천구,2017-05-08
1831,금천구,2017-05-08
1833,금천구,2017-05-08
1834,금천구,2017-05-08
1835,금천구,2017-05-08
1836,금천구,2017-05-11
1839,금천구,2017-11-01
1840,금천구,2017-11-01
1841,금천구,2017-11-01
1842,금천구,2017-11-01
1843,금천구,2017-11-01
1845,금천구,2017-11-01
1846,금천구,2017-11-01
1847,금천구,2017-11-01
1848,금천구,2017-11-01
1849,금천구,2017-11-28
1850,금천구,2017-11-28
1851,금천구,2018-02-26
1852,금천구,2018-10-15
1853,금천구,2018-10-15
1854,금천구,2018-10-01
1855,금천구,2018-10-01
1856,금천구,2018-09-13
1857,금천구,2020-09-24
1858,금천구,2018-10-15
1859,금천구,2019-03-12
1861,금천구,2020-02-24
1862,금천구,2020-02-24
1863,금천구,2020-02-24
1864,금천구,2020-02-26
1865,금천구,2020-02-24
1866,금천구,2020-02-26
1867,금천구,2020-02-26
1868,금천구,2020-02-24
1869,금천구,2020-02-26
1870,금천구,2020-02-26
200,영등포구,2015-09-11
201,영등포구,2015-09-11
202,영등포구,2015-09-11
203,영등포구,2015-09-17
204,영등포구,2015-09-17
205,영등포구,2015-09-17
206,영등포구,2015-09-17
207,영등포구,2015-09-17
209,영등포구,2015-09-17
210,영등포구,2015-09-17
211,영등포구,2015-09-17
212,영등포구,2015-09-17
213,영등포구,2015-09-17
214,영등포구,2015-09-17
215,영등포구,2015-09-17
217,영등포구,2015-09-17
218,영등포구,2015-09-17
219,영등포구,2015-09-17
220,영등포구,2015-09-17
221,영등포구,2015-09-17
222,영등포구,2020-09-24
223,영등포구,2015-09-17
224,영등포구,2015-09-17
225,영등포구,2015-09-17
226,영등포구,2015-09-17
227,영등포구,2016-06-29
228,영등포구,2016-06-29
229,영등포구,2016-06-29
230,영등포구,2016-07-06
231,영등포구,2016-06-29
232,영등포구,2016-06-29
233,영등포구,2016-06-29
234,영등포구,2016-06-29
235,영등포구,2016-06-29
236,영등포구,2016-06-29
238,영등포구,2016-06-29
239,영등포구,2016-06-29
240,영등포구,2016-06-29
241,영등포구,2016-06-29
242,영등포구,2016-06-29
243,영등포구,2016-06-29
244,영등포구,2016-06-29
245,영등포구,2016-06-29
247,영등포구,2016-06-29
248,영등포구,2016-06-29
249,영등포구,2016-06-29
250,영등포구,2016-06-29
251,영등포구,2016-06-29
252,영등포구,2016-06-29
253,영등포구,2016-06-29
254,영등포구,2016-06-29
255,영등포구,2016-06-29
256,영등포구,2016-06-29
257,영등포구,2016-06-29
258,영등포구,2016-06-29
259,영등포구,2016-06-29
260,영등포구,2016-07-06
262,영등포구,2016-07-06
263,영등포구,2016-07-06
264,영등포구,2016-07-06
265,영등포구,2016-07-06
266,영등포구,2016-07-06
267,영등포구,2016-07-06
268,영등포구,2016-07-06
270,영등포구,2016-07-06
271,영등포구,2016-07-06
272,영등포구,2016-07-06
274,영등포구,2017-11-28
275,영등포구,2017-11-28
276,영등포구,2017-11-28
277,영등포구,2017-11-28
278,영등포구,2017-11-28
279,영등포구,2017-12-22
280,영등포구,2018-09-28
281,영등포구,2018-09-28
282,영등포구,2018-09-28
283,영등포구,2018-09-28
284,영등포구,2018-09-28
285,영등포구,2018-09-28
286,영등포구,2018-09-28
287,영등포구,2018-09-28
288,영등포구,2018-12-06
289,영등포구,2018-11-21
290,영등포구,2018-12-04
291,영등포구,2018-11-21
292,영등포구,2018-11-21
293,영등포구,2018-12-04
295,영등포구,2020-03-04
296,영등포구,2020-03-05
297,영등포구,2020-03-06
298,영등포구,2020-03-05
299,영등포구,2020-03-06
3201,영등포구,2020-03-05
3202,영등포구,2020-03-05
3203,영등포구,2020-03-04
3204,영등포구,2020-03-16
3205,영등포구,2020-03-04
3206,영등포구,2020-03-04
3207,영등포구,2020-03-05
3211,영등포구,2020-03-04
3212,영등포구,2020-03-03
3214,영등포구,2020-03-04
3215,영등포구,2020-03-05
3219,영등포구,2020-03-04
3220,영등포구,2020-03-03
3221,영등포구,2020-03-04
4556,영등포구,2020-12-22
4557,영등포구,2020-12-22
2002,동작구,2017-05-12
2003,동작구,2017-06-22
2007,동작구,2017-05-12
2008,동작구,2017-05-12
2009,동작구,2017-05-26
2012,동작구,2017-05-26
2013,동작구,2017-05-12
2015,동작구,2017-05-26
2016,동작구,2017-05-12
2020,동작구,2017-05-12
2024,동작구,2017-05-12
2025,동작구,2017-05-12
2026,동작구,2017-07-05
2027,동작구,2017-05-12
2032,동작구,2017-06-27
2033,동작구,2017-05-26
2034,동작구,2017-06-27
2036,동작구,2017-05-12
2037,동작구,2017-05-12
2038,동작구,2017-05-12
2040,동작구,2017-05-12
2041,동작구,2017-05-26
2048,동작구,2017-05-26
2050,동작구,2017-05-12
2054,동작구,2017-05-12
2056,동작구,2017-05-26
2057,동작구,2017-05-12
2058,동작구,2017-11-01
2059,동작구,2017-11-01
2060,동작구,2017-11-01
2061,동작구,2018-07-04
2062,동작구,2017-11-01
2063,동작구,2017-12-22
2064,동작구,2017-12-22
2065,동작구,2017-12-22
2066,동작구,2018-10-02
2067,동작구,2018-10-11
2068,동작구,2018-10-11
2069,동작구,2018-10-30
2070,동작구,2018-10-12
2071,동작구,2019-03-26
237,동작구,2016-06-29
2076,동작구,2020-04-24
2077,동작구,2020-04-23
2078,동작구,2020-04-22
2079,동작구,2020-04-22
2080,동작구,2020-04-23
2081,동작구,2020-04-23
2082,동작구,2020-04-26
2083,동작구,2020-04-22
2084,동작구,2020-04-24
2085,동작구,2020-04-23
2086,동작구,2020-04-26
2088,동작구,2020-04-24
2089,동작구,2020-04-26
2090,동작구,2020-04-26
2091,동작구,2020-04-26
2092,동작구,2020-04-24
2093,동작구,2020-05-12
2094,동작구,2020-04-24
2095,동작구,2020-04-24
2096,동작구,2020-04-30
2102,관악구,2017-05-12
2103,관악구,2017-05-12
2104,관악구,2017-05-26
2105,관악구,2017-05-12
2106,관악구,2017-05-12
2107,관악구,2017-05-26
2108,관악구,2017-05-26
2109,관악구,2017-06-22
2110,관악구,2017-08-21
2111,관악구,2017-08-24
2112,관악구,2017-05-26
2113,관악구,2017-07-11
2115,관악구,2017-06-22
2116,관악구,2017-05-26
2119,관악구,2017-06-22
2122,관악구,2017-05-26
2127,관악구,2017-05-12
2128,관악구,2017-05-26
2129,관악구,2017-05-26
2130,관악구,2017-05-26
2135,관악구,2017-05-12
2136,관악구,2017-09-01
2137,관악구,2017-05-26
2139,관악구,2017-08-21
2140,관악구,2020-10-29
2141,관악구,2017-06-22
2143,관악구,2017-06-22
2144,관악구,2017-05-12
2145,관악구,2017-05-26
2148,관악구,2017-06-22
2156,관악구,2017-08-21
2159,관악구,2017-11-01
2164,관악구,2017-11-28
2165,관악구,2017-11-28
2167,관악구,2017-11-28
2169,관악구,2017-11-28
2170,관악구,2017-11-28
2171,관악구,2017-11-28
2172,관악구,2017-11-28
2173,관악구,2017-11-28
2174,관악구,2017-11-28
2175,관악구,2017-11-28
2176,관악구,2017-12-22
2177,관악구,2018-09-12
2178,관악구,2018-10-11
2179,관악구,2018-11-02
2183,관악구,2018-12-14
2184,관악구,2018-11-22
2185,관악구,2019-09-26
2186,관악구,2020-04-29
2187,관악구,2020-04-27
2189,관악구,2020-04-29
2190,관악구,2020-04-30
2191,관악구,2020-04-28
2195,관악구,2020-04-27
2196,관악구,2020-04-28
2198,관악구,2020-04-30
2199,관악구,2020-04-30
2200,관악구,2020-04-28
3304,관악구,2020-04-29
3305,관악구,2020-04-29
3306,관악구,2020-04-28
3307,관악구,2020-04-26
3310,관악구,2020-04-28
3311,관악구,2020-04-30
3802,관악구,2020-08-17
2201,서초구,2017-06-01
2202,서초구,2017-06-01
2203,서초구,2017-06-27
2205,서초구,2017-06-01
2206,서초구,2017-06-01
2207,서초구,2017-06-27
2210,서초구,2017-06-01
2211,서초구,2017-06-27
2212,서초구,2017-06-01
2213,서초구,2017-06-01
2214,서초구,2017-06-01
2215,서초구,2017-06-27
2217,서초구,2017-06-01
2219,서초구,2017-06-01
2220,서초구,2017-06-01
2221,서초구,2017-06-01
2222,서초구,2017-06-01
2223,서초구,2017-06-01
2225,서초구,2017-06-01
2226,서초구,2017-06-01
2227,서초구,2017-06-01
2228,서초구,2017-06-01
2229,서초구,2017-06-01
2230,서초구,2017-06-01
2231,서초구,2017-06-01
2233,서초구,2017-06-01
2235,서초구,2017-06-01
2237,서초구,2017-06-01
2239,서초구,2017-06-01
2241,서초구,2017-06-01
2242,서초구,2017-06-01
2243,서초구,2017-06-01
2244,서초구,2020-09-24
2245,서초구,2017-06-01
2246,서초구,2017-06-24
2247,서초구,2017-06-01
2248,서초구,2017-06-27
2249,서초구,2017-06-22
2250,서초구,2017-06-22
2251,서초구,2017-06-13
2252,서초구,2017-06-24
2255,서초구,2017-06-01
2256,서초구,2017-06-01
2257,서초구,2017-06-01
2258,서초구,2017-06-01
2259,서초구,2017-06-13
2262,서초구,2017-06-01
2263,서초구,2017-06-22
2264,서초구,2017-06-22
2265,서초구,2017-08-09
2266,서초구,2017-11-01
2268,서초구,2017-11-01
2269,서초구,2017-11-01
2270,서초구,2017-11-01
2271,서초구,2017-11-01
2272,서초구,2017-11-01
2273,서초구,2017-11-01
2274,서초구,2017-11-01
2275,서초구,2017-11-01
2276,서초구,2017-11-01
2277,서초구,2017-11-01
2279,서초구,2017-11-28
2280,서초구,2018-09-20
2281,서초구,2017-11-28
2282,서초구,2017-11-28
2283,서초구,2017-11-28
2284,서초구,2017-11-28
2285,서초구,2017-11-28
2286,서초구,2017-11-28
2287,서초구,2017-11-28
2288,서초구,2017-11-28
2289,서초구,2017-11-28
2292,서초구,2017-12-22
2293,서초구,2017-12-22
2294,서초구,2017-12-22
2297,서초구,2018-02-26
2298,서초구,2018-02-26
2299,서초구,2018-10-17
2501,서초구,2018-09-03
2502,서초구,2018-10-02
2503,서초구,2018-10-02
2504,서초구,2018-10-30
2505,서초구,2018-09-18
2506,서초구,2018-09-18
2508,서초구,2018-09-18
2509,서초구,2018-09-18
2510,서초구,2019-03-26
2511,서초구,2019-03-14
2514,서초구,2020-02-20
2515,서초구,2020-02-20
2516,서초구,2020-02-19
2517,서초구,2020-02-19
2518,서초구,2020-02-19
2519,서초구,2020-02-20
2520,서초구,2020-02-20
2521,서초구,2020-02-20
2523,서초구,2020-02-21
2524,서초구,2020-02-21
2525,서초구,2020-02-21
2526,서초구,2020-02-21
2527,서초구,2020-02-21
2528,서초구,2020-02-23
2529,서초구,2020-02-23
2530,서초구,2020-02-23
2531,서초구,2020-02-23
2532,서초구,2020-02-19
2533,서초구,2020-02-19
2534,서초구,2020-02-19
2535,서초구,2020-02-21
2536,서초구,2020-02-19
2537,서초구,2020-02-20
2538,서초구,2020-02-20
2539,서초구,2020-02-19
2540,서초구,2020-02-21
2541,서초구,2020-02-19
2542,서초구,2020-02-14
2543,서초구,2020-02-23
2545,서초구,2020-02-21
2547,서초구,2020-05-28
2548,서초구,2020-06-15
2549,서초구,2020-06-15
2550,서초구,2020-06-15
2301,강남구,2017-06-13
2302,강남구,2017-06-13
2303,강남구,2017-06-13
2304,강남구,2017-06-13
2305,강남구,2017-06-13
2306,강남구,2017-06-13
2307,강남구,2017-06-13
2308,강남구,2017-06-13
2309,강남구,2017-06-13
2310,강남구,2017-06-13
2311,강남구,2017-06-13
2312,강남구,2017-06-13
2313,강남구,2017-06-13
2314,강남구,2017-06-13
2315,강남구,2017-06-13
2316,강남구,2017-06-13
2317,강남구,2017-06-13
2318,강남구,2017-06-13
2319,강남구,2017-06-13
2320,강남구,2017-06-13
2321,강남구,2017-06-13
2322,강남구,2017-06-13
2323,강남구,2017-06-13
2324,강남구,2017-06-13
2325,강남구,2017-06-13
2326,강남구,2017-06-13
2327,강남구,2017-06-13
2328,강남구,2017-06-13
2329,강남구,2017-06-13
2330,강남구,2017-06-13
2331,강남구,2017-06-13
2332,강남구,2017-06-13
2333,강남구,2017-06-13
2334,강남구,2017-06-13
2335,강남구,2017-06-13
2336,강남구,2017-06-13
2337,강남구,2017-06-13
2339,강남구,2017-06-13
2340,강남구,2017-06-13
2341,강남구,2017-06-13
2342,강남구,2017-06-13
2343,강남구,2017-06-13
2344,강남구,2017-06-13
2347,강남구,2017-08-22
2348,강남구,2020-11-24
2349,강남구,2017-08-21
2350,강남구,2017-08-21
2351,강남구,2017-08-01
2352,강남구,2017-08-22
2353,강남구,2017-08-22
2354,강남구,2017-08-21
2355,강남구,2017-08-21
2356,강남구,2017-08-21
2357,강남구,2017-08-25
2358,강남구,2017-08-21
2359,강남구,2017-08-21
2360,강남구,2017-08-21
2361,강남구,2017-11-01
2362,강남구,2017-11-01
2363,강남구,2017-11-01
2364,강남구,2017-11-01
2365,강남구,2017-11-01
2368,강남구,2017-11-01
2369,강남구,2017-11-01
2370,강남구,2017-11-01
2371,강남구,2017-11-01
2372,강남구,2017-11-01
2373,강남구,2017-11-01
2375,강남구,2017-11-01
2376,강남구,2017-11-01
2377,강남구,2017-11-01
2380,강남구,2017-11-28
2381,강남구,2017-11-28
2382,강남구,2017-11-28
2383,강남구,2017-11-28
2384,강남구,2017-12-22
2385,강남구,2017-12-22
2386,강남구,2020-08-10
2387,강남구,2018-02-26
2388,강남구,2018-07-04
2389,강남구,2018-11-04
2390,강남구,2018-10-08
2391,강남구,2018-10-08
2392,강남구,2018-10-08
2393,강남구,2018-10-08
2394,강남구,2020-12-04
2395,강남구,2018-10-08
2396,강남구,2018-10-08
2398,강남구,2018-10-30
2401,강남구,2018-09-14
2403,강남구,2018-10-08
2404,강남구,2018-10-08
2405,강남구,2018-10-08
2406,강남구,2018-11-04
2407,강남구,2018-09-18
2408,강남구,2018-10-02
2409,강남구,2018-11-14
2410,강남구,2020-12-31
2411,강남구,2019-02-25
2412,강남구,2018-11-14
2413,강남구,2020-02-18
2414,강남구,2020-02-18
2415,강남구,2020-02-14
2416,강남구,2020-02-14
2417,강남구,2020-02-14
2418,강남구,2020-02-14
2419,강남구,2020-02-14
2420,강남구,2020-02-18
2421,강남구,2020-02-14
2422,강남구,2020-02-18
2423,강남구,2020-02-18
2425,강남구,2020-02-18
2426,강남구,2020-02-18
2427,강남구,2020-02-18
2428,강남구,2020-02-18
2429,강남구,2020-02-14
2430,강남구,2020-02-14
2431,강남구,2020-02-18
1201,송파구,2017-06-22
1203,송파구,2017-05-26
1204,송파구,2017-06-28
1205,송파구,2017-04-24
1206,송파구,2017-04-24
1207,송파구,2017-05-26
1208,송파구,2017-04-24
1209,송파구,2017-04-24
1210,송파구,2017-06-27
1211,송파구,2017-05-26
1212,송파구,2017-06-22
1213,송파구,2017-04-24
1214,송파구,2017-05-26
1215,송파구,2017-04-24
1217,송파구,2017-04-24
1218,송파구,2017-06-27
1220,송파구,2017-04-24
1221,송파구,2017-07-11
1222,송파구,2017-04-24
1224,송파구,2017-04-24
1226,송파구,2017-06-27
1227,송파구,2017-06-27
1228,송파구,2017-06-27
1229,송파구,2017-04-24
1230,송파구,2017-06-27
1231,송파구,2017-06-22
1232,송파구,2017-06-22
1233,송파구,2017-04-24
1235,송파구,2017-04-24
1239,송파구,2017-06-27
1240,송파구,2017-06-27
1241,송파구,2017-06-27
1242,송파구,2017-06-27
1243,송파구,2017-06-27
1244,송파구,2017-06-27
1245,송파구,2017-06-27
1246,송파구,2017-06-27
1247,송파구,2017-06-27
1248,송파구,2017-06-27
1249,송파구,2017-06-27
1250,송파구,2017-10-18
1251,송파구,2017-11-01
1253,송파구,2017-11-01
1256,송파구,2017-11-01
1257,송파구,2017-11-01
1258,송파구,2017-11-01
1259,송파구,2017-11-01
1260,송파구,2017-11-01
1262,송파구,2017-11-01
1263,송파구,2017-11-01
1264,송파구,2017-11-01
1265,송파구,2017-11-01
1266,송파구,2017-11-01
1267,송파구,2020-06-25
1268,송파구,2020-06-25
1269,송파구,2017-11-01
1271,송파구,2017-11-01
1274,송파구,2017-11-01
1275,송파구,2017-12-22
1277,송파구,2018-02-26
1278,송파구,2018-02-26
1279,송파구,2018-02-26
1280,송파구,2018-02-26
1282,송파구,2018-02-26
1283,송파구,2018-02-26
1285,송파구,2018-02-26
1286,송파구,2018-02-26
1287,송파구,2018-02-26
1288,송파구,2018-02-26
1289,송파구,2018-02-26
1290,송파구,2018-09-14
1291,송파구,2018-09-07
1293,송파구,2018-09-12
1295,송파구,2018-09-07
1296,송파구,2018-11-05
1297,송파구,2018-09-07
1299,송파구,2018-09-11
1300,송파구,2018-10-25
2601,송파구,2018-09-12
2603,송파구,2018-09-14
2604,송파구,2018-09-14
2605,송파구,2018-09-14
2606,송파구,2018-09-14
2607,송파구,2018-11-05
